# VHH-NNLO grid scan points
# process: ZHH
# energy_tev: 13.6
# scan_axes: kappa_lambda,kappa_z
# scan_x_keys: kappa_lambda,kappa_z
# windows: kappa_lambda=[-0.7,6.1]; kappa_z=[0.9,1.2]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_kappa: 1,1,1,1
#
kappa_lambda	kappa_z	sigma_lo	sigma_nnlo	k	sigma_heft_over_sm_lo	sigma_heft_over_sm_nnlo
5.925641026	1.2	2.273482858	2.958480409	1.301298753	7.820852352	7.462143408
6.1	0.9	1.513023461	1.879657527	1.242318824	5.204848169	4.741040021
6.1	0.9076923077	1.532264062	1.905537619	1.243609158	5.271036439	4.8063171
6.1	0.9153846154	1.551648163	1.931676166	1.244918927	5.337718357	4.872246078
6.1	0.9230769231	1.571176408	1.958074219	1.246247213	5.404896133	4.938829604
6.1	0.9307692308	1.590849446	1.984732839	1.247593129	5.472572	5.006070354
6.1	0.9384615385	1.610667933	2.011653095	1.248955823	5.540748218	5.073971026
6.1	0.9461538462	1.630632533	2.038836066	1.250334471	5.609427067	5.142534344
6.1	0.9538461538	1.650743916	2.066282843	1.25172828	5.678610857	5.211763054
6.1	0.9615384615	1.671002761	2.093994522	1.253136483	5.748301918	5.281659926
6.1	0.9692307692	1.691409752	2.121972213	1.254558342	5.818502606	5.352227756
6.1	0.9769230769	1.71196558	2.150217033	1.255993145	5.889215301	5.423469362
6.1	0.9846153846	1.732670946	2.178730109	1.257440205	5.960442409	5.495387588
6.1	0.9923076923	1.753526555	2.207512577	1.258898858	6.032186357	5.567985299
6.1	1	1.77453312	2.236565584	1.260368465	6.104449601	5.641265386
6.1	1.007692308	1.795691362	2.265890285	1.261848407	6.177234617	5.715230765
6.1	1.015384615	1.817002008	2.295487845	1.263338089	6.250543907	5.789884374
6.1	1.023076923	1.838465792	2.32535944	1.264836936	6.324379999	5.865229175
6.1	1.030769231	1.860083457	2.355506252	1.266344391	6.398745443	5.941268157
6.1	1.038461538	1.88185575	2.385929476	1.267859917	6.473642815	6.018004329
6.1	1.046153846	1.903783428	2.416630315	1.269382998	6.549074715	6.095440726
6.1	1.053846154	1.925867253	2.447609982	1.270913131	6.625043766	6.173580407
6.1	1.061538462	1.948107996	2.478869698	1.272449835	6.701552618	6.252426455
6.1	1.069230769	1.970506432	2.510410696	1.273992642	6.778603943	6.331981976
6.1	1.076923077	1.993063347	2.542234217	1.275541101	6.856200438	6.412250102
6.1	1.084615385	2.015779532	2.574341512	1.277094777	6.934344825	6.493233987
6.1	1.092307692	2.038655784	2.606733841	1.278653248	7.013039851	6.57493681
6.1	1.1	2.06169291	2.639412473	1.280216108	7.092288286	6.657361773
6.1	1.107692308	2.084891721	2.672378688	1.281782963	7.172092925	6.740512105
6.1	1.115384615	2.108253038	2.705633775	1.283353434	7.252456587	6.824391055
6.1	1.123076923	2.131777686	2.739179033	1.284927153	7.333382115	6.909001897
6.1	1.130769231	2.1554665	2.773015768	1.286503765	7.414872378	6.994347932
6.1	1.138461538	2.179320321	2.807145299	1.288082928	7.496930268	7.080432482
6.1	1.146153846	2.203339995	2.841568952	1.289664309	7.579558703	7.167258894
6.1	1.153846154	2.227526379	2.876288064	1.291247588	7.662760623	7.254830538
6.1	1.161538462	2.251880335	2.911303981	1.292832455	7.746538993	7.343150809
6.1	1.169230769	2.276402731	2.946618058	1.29441861	7.830896804	7.432223126
6.1	1.176923077	2.301094443	2.98223166	1.296005763	7.915837071	7.522050933
6.1	1.184615385	2.325956356	3.018146162	1.297593634	8.001362832	7.612637695
6.1	1.192307692	2.35098936	3.054362947	1.299181952	8.08747715	7.703986904
6.1	1.2	2.376194352	3.090883409	1.300770455	8.174183112	7.796102074
